,time,InstrumentID,vol_cum,val_cum,TotalAskVolume,TotalBidVolume,ap1,bp1,av1,bv1,ap2,bp2,av2,bv2,ap3,bp3,av3,bv3,ap4,bp4,av4,bv4,ap5,bp5,av5,bv5,ap6,bp6,av6,bv6,ap7,bp7,av7,bv7,ap8,bp8,av8,bv8,ap9,bp9,av9,bv9,ap10,bp10,av10,bv10,vol,val,date,index,instrument_id,mp,wp
410,09:50:30,905.0,159790.8,97913061.095,100.0,100.0,4303.0791,4303.0791,100.0,100.0,4303.0791,4303.0791,100.0,100.0,4303.0791,4303.0791,100.0,100.0,4303.0791,4303.0791,100.0,100.0,4303.0791,4303.0791,100.0,100.0,4303.0791,4303.0791,100.0,100.0,4303.0791,4303.0791,100.0,100.0,4303.0791,4303.0791,100.0,100.0,4303.0791,4303.0791,100.0,100.0,4303.0791,4303.0791,100.0,100.0,405.27,252651.8390000534,20190114,4303.0791,i000905,4303.0791,4303.0791
411,09:50:33,905.0,159790.8,97913061.095,100.0,100.0,4303.0791,4303.0791,100.0,100.0,4303.0791,4303.0791,100.0,100.0,4303.0791,4303.0791,100.0,100.0,4303.0791,4303.0791,100.0,100.0,4303.0791,4303.0791,100.0,100.0,4303.0791,4303.0791,100.0,100.0,4303.0791,4303.0791,100.0,100.0,4303.0791,4303.0791,100.0,100.0,4303.0791,4303.0791,100.0,100.0,4303.0791,4303.0791,100.0,100.0,0.0,0.0,20190114,4303.0791,i000905,4303.0791,4303.0791
412,09:50:36,905.0,160239.73,98229427.343,100.0,100.0,4302.904799999998,4302.904799999998,100.0,100.0,4302.904799999998,4302.904799999998,100.0,100.0,4302.904799999998,4302.904799999998,100.0,100.0,4302.904799999998,4302.904799999998,100.0,100.0,4302.904799999998,4302.904799999998,100.0,100.0,4302.904799999998,4302.904799999998,100.0,100.0,4302.904799999998,4302.904799999998,100.0,100.0,4302.904799999998,4302.904799999998,100.0,100.0,4302.904799999998,4302.904799999998,100.0,100.0,4302.904799999998,4302.904799999998,100.0,100.0,448.93,316366.2479999924,20190114,4302.904799999998,i000905,4302.904799999998,4302.904799999998
413,09:50:39,905.0,160484.81,98398322.41399999,100.0,100.0,4302.637199999998,4302.637199999998,100.0,100.0,4302.637199999998,4302.637199999998,100.0,100.0,4302.637199999998,4302.637199999998,100.0,100.0,4302.637199999998,4302.637199999998,100.0,100.0,4302.637199999998,4302.637199999998,100.0,100.0,4302.637199999998,4302.637199999998,100.0,100.0,4302.637199999998,4302.637199999998,100.0,100.0,4302.637199999998,4302.637199999998,100.0,100.0,4302.637199999998,4302.637199999998,100.0,100.0,4302.637199999998,4302.637199999998,100.0,100.0,245.08,168895.0710000038,20190114,4302.637199999998,i000905,4302.637199999998,4302.637199999998
414,09:50:42,905.0,160484.81,98398322.41399999,100.0,100.0,4302.637199999998,4302.637199999998,100.0,100.0,4302.637199999998,4302.637199999998,100.0,100.0,4302.637199999998,4302.637199999998,100.0,100.0,4302.637199999998,4302.637199999998,100.0,100.0,4302.637199999998,4302.637199999998,100.0,100.0,4302.637199999998,4302.637199999998,100.0,100.0,4302.637199999998,4302.637199999998,100.0,100.0,4302.637199999998,4302.637199999998,100.0,100.0,4302.637199999998,4302.637199999998,100.0,100.0,4302.637199999998,4302.637199999998,100.0,100.0,0.0,0.0,20190114,4302.637199999998,i000905,4302.637199999998,4302.637199999998
415,09:50:45,905.0,161051.28,98797344.82800005,100.0,100.0,4302.5039,4302.5039,100.0,100.0,4302.5039,4302.5039,100.0,100.0,4302.5039,4302.5039,100.0,100.0,4302.5039,4302.5039,100.0,100.0,4302.5039,4302.5039,100.0,100.0,4302.5039,4302.5039,100.0,100.0,4302.5039,4302.5039,100.0,100.0,4302.5039,4302.5039,100.0,100.0,4302.5039,4302.5039,100.0,100.0,4302.5039,4302.5039,100.0,100.0,566.47,399022.4140000534,20190114,4302.5039,i000905,4302.5039,4302.5039
416,09:50:48,905.0,161534.83,99143701.34200001,100.0,100.0,4302.5787,4302.5787,100.0,100.0,4302.5787,4302.5787,100.0,100.0,4302.5787,4302.5787,100.0,100.0,4302.5787,4302.5787,100.0,100.0,4302.5787,4302.5787,100.0,100.0,4302.5787,4302.5787,100.0,100.0,4302.5787,4302.5787,100.0,100.0,4302.5787,4302.5787,100.0,100.0,4302.5787,4302.5787,100.0,100.0,4302.5787,4302.5787,100.0,100.0,483.55,346356.51399995806,20190114,4302.5787,i000905,4302.5787,4302.5787
417,09:50:51,905.0,161534.83,99143701.34200001,100.0,100.0,4302.5787,4302.5787,100.0,100.0,4302.5787,4302.5787,100.0,100.0,4302.5787,4302.5787,100.0,100.0,4302.5787,4302.5787,100.0,100.0,4302.5787,4302.5787,100.0,100.0,4302.5787,4302.5787,100.0,100.0,4302.5787,4302.5787,100.0,100.0,4302.5787,4302.5787,100.0,100.0,4302.5787,4302.5787,100.0,100.0,4302.5787,4302.5787,100.0,100.0,0.0,0.0,20190114,4302.5787,i000905,4302.5787,4302.5787
418,09:50:54,905.0,162034.69,99463105.85200001,100.0,100.0,4302.581400000001,4302.581400000001,100.0,100.0,4302.581400000001,4302.581400000001,100.0,100.0,4302.581400000001,4302.581400000001,100.0,100.0,4302.581400000001,4302.581400000001,100.0,100.0,4302.581400000001,4302.581400000001,100.0,100.0,4302.581400000001,4302.581400000001,100.0,100.0,4302.581400000001,4302.581400000001,100.0,100.0,4302.581400000001,4302.581400000001,100.0,100.0,4302.581400000001,4302.581400000001,100.0,100.0,4302.581400000001,4302.581400000001,100.0,100.0,499.86,319404.51,20190114,4302.581400000001,i000905,4302.581400000001,4302.581400000001
419,09:50:57,905.0,162034.69,99463105.85200001,100.0,100.0,4302.581400000001,4302.581400000001,100.0,100.0,4302.581400000001,4302.581400000001,100.0,100.0,4302.581400000001,4302.581400000001,100.0,100.0,4302.581400000001,4302.581400000001,100.0,100.0,4302.581400000001,4302.581400000001,100.0,100.0,4302.581400000001,4302.581400000001,100.0,100.0,4302.581400000001,4302.581400000001,100.0,100.0,4302.581400000001,4302.581400000001,100.0,100.0,4302.581400000001,4302.581400000001,100.0,100.0,4302.581400000001,4302.581400000001,100.0,100.0,0.0,0.0,20190114,4302.581400000001,i000905,4302.581400000001,4302.581400000001
420,09:51:00,905.0,162437.51,99728433.57099995,100.0,100.0,4302.5966,4302.5966,100.0,100.0,4302.5966,4302.5966,100.0,100.0,4302.5966,4302.5966,100.0,100.0,4302.5966,4302.5966,100.0,100.0,4302.5966,4302.5966,100.0,100.0,4302.5966,4302.5966,100.0,100.0,4302.5966,4302.5966,100.0,100.0,4302.5966,4302.5966,100.0,100.0,4302.5966,4302.5966,100.0,100.0,4302.5966,4302.5966,100.0,100.0,402.82,265327.718999939,20190114,4302.5966,i000905,4302.5966,4302.5966
421,09:51:03,905.0,163217.65,100128081.006,100.0,100.0,4302.392200000001,4302.392200000001,100.0,100.0,4302.392200000001,4302.392200000001,100.0,100.0,4302.392200000001,4302.392200000001,100.0,100.0,4302.392200000001,4302.392200000001,100.0,100.0,4302.392200000001,4302.392200000001,100.0,100.0,4302.392200000001,4302.392200000001,100.0,100.0,4302.392200000001,4302.392200000001,100.0,100.0,4302.392200000001,4302.392200000001,100.0,100.0,4302.392200000001,4302.392200000001,100.0,100.0,4302.392200000001,4302.392200000001,100.0,100.0,780.14,399647.4350000572,20190114,4302.392200000001,i000905,4302.392200000001,4302.392200000001
422,09:51:06,905.0,163217.65,100128081.006,100.0,100.0,4302.392200000001,4302.392200000001,100.0,100.0,4302.392200000001,4302.392200000001,100.0,100.0,4302.392200000001,4302.392200000001,100.0,100.0,4302.392200000001,4302.392200000001,100.0,100.0,4302.392200000001,4302.392200000001,100.0,100.0,4302.392200000001,4302.392200000001,100.0,100.0,4302.392200000001,4302.392200000001,100.0,100.0,4302.392200000001,4302.392200000001,100.0,100.0,4302.392200000001,4302.392200000001,100.0,100.0,4302.392200000001,4302.392200000001,100.0,100.0,0.0,0.0,20190114,4302.392200000001,i000905,4302.392200000001,4302.392200000001
423,09:51:09,905.0,163719.96,100423655.34400001,100.0,100.0,4302.088999999999,4302.088999999999,100.0,100.0,4302.088999999999,4302.088999999999,100.0,100.0,4302.088999999999,4302.088999999999,100.0,100.0,4302.088999999999,4302.088999999999,100.0,100.0,4302.088999999999,4302.088999999999,100.0,100.0,4302.088999999999,4302.088999999999,100.0,100.0,4302.088999999999,4302.088999999999,100.0,100.0,4302.088999999999,4302.088999999999,100.0,100.0,4302.088999999999,4302.088999999999,100.0,100.0,4302.088999999999,4302.088999999999,100.0,100.0,502.31,295574.33800001146,20190114,4302.088999999999,i000905,4302.088999999999,4302.088999999999
424,09:51:12,905.0,163719.96,100423655.34400001,100.0,100.0,4302.088999999999,4302.088999999999,100.0,100.0,4302.088999999999,4302.088999999999,100.0,100.0,4302.088999999999,4302.088999999999,100.0,100.0,4302.088999999999,4302.088999999999,100.0,100.0,4302.088999999999,4302.088999999999,100.0,100.0,4302.088999999999,4302.088999999999,100.0,100.0,4302.088999999999,4302.088999999999,100.0,100.0,4302.088999999999,4302.088999999999,100.0,100.0,4302.088999999999,4302.088999999999,100.0,100.0,4302.088999999999,4302.088999999999,100.0,100.0,0.0,0.0,20190114,4302.088999999999,i000905,4302.088999999999,4302.088999999999
425,09:51:15,905.0,164512.65,100933841.42,100.0,100.0,4302.621699999998,4302.621699999998,100.0,100.0,4302.621699999998,4302.621699999998,100.0,100.0,4302.621699999998,4302.621699999998,100.0,100.0,4302.621699999998,4302.621699999998,100.0,100.0,4302.621699999998,4302.621699999998,100.0,100.0,4302.621699999998,4302.621699999998,100.0,100.0,4302.621699999998,4302.621699999998,100.0,100.0,4302.621699999998,4302.621699999998,100.0,100.0,4302.621699999998,4302.621699999998,100.0,100.0,4302.621699999998,4302.621699999998,100.0,100.0,792.69,510186.07599998475,20190114,4302.621699999998,i000905,4302.621699999998,4302.621699999998
426,09:51:18,905.0,164954.03,101269909.827,100.0,100.0,4303.044200000001,4303.044200000001,100.0,100.0,4303.044200000001,4303.044200000001,100.0,100.0,4303.044200000001,4303.044200000001,100.0,100.0,4303.044200000001,4303.044200000001,100.0,100.0,4303.044200000001,4303.044200000001,100.0,100.0,4303.044200000001,4303.044200000001,100.0,100.0,4303.044200000001,4303.044200000001,100.0,100.0,4303.044200000001,4303.044200000001,100.0,100.0,4303.044200000001,4303.044200000001,100.0,100.0,4303.044200000001,4303.044200000001,100.0,100.0,441.38,336068.40700000763,20190114,4303.044200000001,i000905,4303.044200000001,4303.044200000001
427,09:51:21,905.0,164954.03,101269909.827,100.0,100.0,4303.044200000001,4303.044200000001,100.0,100.0,4303.044200000001,4303.044200000001,100.0,100.0,4303.044200000001,4303.044200000001,100.0,100.0,4303.044200000001,4303.044200000001,100.0,100.0,4303.044200000001,4303.044200000001,100.0,100.0,4303.044200000001,4303.044200000001,100.0,100.0,4303.044200000001,4303.044200000001,100.0,100.0,4303.044200000001,4303.044200000001,100.0,100.0,4303.044200000001,4303.044200000001,100.0,100.0,4303.044200000001,4303.044200000001,100.0,100.0,0.0,0.0,20190114,4303.044200000001,i000905,4303.044200000001,4303.044200000001
428,09:51:24,905.0,165369.2,101557016.231,100.0,100.0,4302.9827,4302.9827,100.0,100.0,4302.9827,4302.9827,100.0,100.0,4302.9827,4302.9827,100.0,100.0,4302.9827,4302.9827,100.0,100.0,4302.9827,4302.9827,100.0,100.0,4302.9827,4302.9827,100.0,100.0,4302.9827,4302.9827,100.0,100.0,4302.9827,4302.9827,100.0,100.0,4302.9827,4302.9827,100.0,100.0,4302.9827,4302.9827,100.0,100.0,415.17,287106.4039999962,20190114,4302.9827,i000905,4302.9827,4302.9827
429,09:51:27,905.0,165369.2,101557016.231,100.0,100.0,4302.9827,4302.9827,100.0,100.0,4302.9827,4302.9827,100.0,100.0,4302.9827,4302.9827,100.0,100.0,4302.9827,4302.9827,100.0,100.0,4302.9827,4302.9827,100.0,100.0,4302.9827,4302.9827,100.0,100.0,4302.9827,4302.9827,100.0,100.0,4302.9827,4302.9827,100.0,100.0,4302.9827,4302.9827,100.0,100.0,4302.9827,4302.9827,100.0,100.0,0.0,0.0,20190114,4302.9827,i000905,4302.9827,4302.9827
430,09:51:30,905.0,165725.66,101817820.21099995,100.0,100.0,4302.5522,4302.5522,100.0,100.0,4302.5522,4302.5522,100.0,100.0,4302.5522,4302.5522,100.0,100.0,4302.5522,4302.5522,100.0,100.0,4302.5522,4302.5522,100.0,100.0,4302.5522,4302.5522,100.0,100.0,4302.5522,4302.5522,100.0,100.0,4302.5522,4302.5522,100.0,100.0,4302.5522,4302.5522,100.0,100.0,4302.5522,4302.5522,100.0,100.0,356.46,260803.9799999428,20190114,4302.5522,i000905,4302.5522,4302.5522
431,09:51:33,905.0,166138.3,102107606.125,100.0,100.0,4302.431900000001,4302.431900000001,100.0,100.0,4302.431900000001,4302.431900000001,100.0,100.0,4302.431900000001,4302.431900000001,100.0,100.0,4302.431900000001,4302.431900000001,100.0,100.0,4302.431900000001,4302.431900000001,100.0,100.0,4302.431900000001,4302.431900000001,100.0,100.0,4302.431900000001,4302.431900000001,100.0,100.0,4302.431900000001,4302.431900000001,100.0,100.0,4302.431900000001,4302.431900000001,100.0,100.0,4302.431900000001,4302.431900000001,100.0,100.0,412.64,289785.9140000534,20190114,4302.431900000001,i000905,4302.431900000001,4302.431900000001
432,09:51:36,905.0,166138.3,102107606.125,100.0,100.0,4302.431900000001,4302.431900000001,100.0,100.0,4302.431900000001,4302.431900000001,100.0,100.0,4302.431900000001,4302.431900000001,100.0,100.0,4302.431900000001,4302.431900000001,100.0,100.0,4302.431900000001,4302.431900000001,100.0,100.0,4302.431900000001,4302.431900000001,100.0,100.0,4302.431900000001,4302.431900000001,100.0,100.0,4302.431900000001,4302.431900000001,100.0,100.0,4302.431900000001,4302.431900000001,100.0,100.0,4302.431900000001,4302.431900000001,100.0,100.0,0.0,0.0,20190114,4302.431900000001,i000905,4302.431900000001,4302.431900000001
